folder,folder_idx,picked_images,top1_species,top1_score,top5_species,top5_scores,status_code,error
548_09849_cupressinum,548,5da0e73e-14af-42ff-a8b0-f3d8d7b33628.jpg;d24f022c-bcb8-4754-a5c3-7f74d19dfaf5.jpg;6ceed4f8-6bb0-4a78-8473-581bcedaee1d.jpg,Dacrydium cupressinum,0.97566,Dacrydium cupressinum;Metrosideros robusta;Dacrycarpus dacrydioides;Cryptomeria japonica;Lepidothamnus intermedius,0.97566;0.0738;0.05961;0.04448;0.03252,200,
549_09850_alpinus,549,f2906a7a-0ee0-4c9e-944c-27d27680a45f.jpg;58d947de-6b8b-4855-ad0a-d47cce5b7829.jpg;5e502003-7fe8-4eb0-9a4d-a8872a7a5739.jpg,Phyllocladus trichomanoides,0.5858,Phyllocladus trichomanoides;Phyllocladus aspleniifolius;Cunonia lenormandii;Rhododendron ferrugineum;Asplenium marinum,0.5858;0.14979;0.04466;0.03891;0.01663,200,
550_09851_trichomanoides,550,c44d739a-5d62-45cf-9f92-a7ad47ac6248.jpg;e9481adb-ce0c-4d56-88dd-2698bce1358a.jpg;baa24145-c54f-4e2d-a85a-7e07b97b0332.jpg,Phyllocladus trichomanoides,0.97522,Phyllocladus trichomanoides;Asplenium exiguum;Galium porrigens;Asplenium aethiopicum;Conium maculatum,0.97522;0.04108;0.02703;0.02225;0.01679,200,
551_09852_laetus,551,bae45c60-48eb-4b3e-b2fe-3fd26e97c6c9.jpg;d3ce562b-14d0-4484-8640-f978bd367d36.jpg;87029adf-891f-4564-8b5d-bdb9ae841579.jpg,Podocarpus totara,0.67951,Podocarpus totara;Podocarpus acutifolius;Acrotriche divaricata;Saxegothaea conspicua;Tsuga heterophylla,0.67951;0.44917;0.18256;0.17407;0.05196,200,
552_09853_totara,552,9313d75b-9738-40b6-aeb2-11ec8b882071.jpg;8c65d552-d8d4-4071-b064-ca7e8c50d5b5.jpg;d1f3c728-450f-41b8-92a8-103528d887fa.jpg,Podocarpus totara,0.34933,Podocarpus totara;Podocarpus lawrencii;Podocarpus acutifolius;Calocedrus decurrens;Sequoiadendron giganteum,0.34933;0.34219;0.16959;0.08622;0.08341,200,
553_09855_taxifolia,553,53e35a39-f772-4c70-a259-43aefffded87.jpg;25c1cb91-80f7-4623-a59d-32a80bb0e206.jpg;8f8b74cb-6371-4ede-aeec-4ff8dab22584.jpg,Podocarpus totara,0.12674,Podocarpus totara;Dacrycarpus dacrydioides;Pectinopitys ferruginea;Prumnopitys taxifolia;Podocarpus lawrencii,0.12674;0.1015;0.08658;0.0847;0.08414,200,
554_09856_baccata,554,e6f4c7ca-644e-4c7b-93cf-32d6bd7f7666.jpg;ea425e27-0d82-44ad-80d7-bbac1a1b1917.jpg;6b4bcfeb-22fc-461a-b5e7-850f2db08144.jpg,Taxus baccata,0.80895,Taxus baccata;Taxus canadensis;Juniperus communis;Juniperus virginiana;Taxus cuspidata,0.80895;0.39557;0.13546;0.06852;0.02306,200,
555_09951_cordifolia,555,d4162019-2c0b-4849-8b65-104f0f947dcf.jpg;cfd89403-2a1f-4474-b0d1-eb903ced2630.jpg;6d88df67-b0ee-47ad-9047-195e6d3f7969.jpg,Nephrolepis cordifolia,0.50909,Nephrolepis cordifolia;Nephrolepis brownii;Nephrolepis rivularis;Blechnum spicant;Nephrolepis undulata,0.50909;0.2176;0.04849;0.03071;0.0299,200,
556_00000_垂柳,556,._13072823ED7A0263.jpg;._9d5572b2-13a7-4c17-af5a-90df7e5d1dfd.jpg;._4A0E9FB473992D69.jpg,,,,,400,http_400
557_00000_滇杨,557,._21959584_320693A24A5F9AECD288522D1F915885.jpg;._24021963_EFFAC3B59825252D4CA01D372C4822FE.jpg;._22148601_9DACB1DA6D882174D2C29B39786BFF50.jpg,,,,,400,http_400
558_00000_水杉,558,._3810b279f2da2ece1823d594ce42dfa765944249.jpg;._50e7ee8a979cb9e2ab24f7735913a9e3e414d08a.jpg;._88f53690c25029556f98e34ebb4795506a8c52f6.jpg,,,,,400,http_400
559_00000_四蕊朴,559,._2t508K74440698c54430l893U452w680p (1).jpg;C0D90948CF733C9E.jpg;._22149870_E921695C8EF6CD5665F24EB9DF11E814.jpg,,,,,400,http_400
560_00000_中山杉,560,"._9D36C53621F44539B451C24E2F438897.jpg;._u=1795025166,3245073238&fm=253&fmt=auto&app=138&f=JPEG-2.jpg;._8.jpg",,,,,400,http_400
561_00000_银杏,561,._7DBE25116F129A76.jpg;._FB32E61BBBE88D07.jpg;._6F90A102E7E6B9E2.jpg,,,,,400,http_400
